GW_INTERVENE_MAX_EXHAUSTION;전쟁피로도가 [SUB_A7]G$MAX$[SUB_A7]W 이하여야 합니다. 현재 전쟁피로도는 [SUB_A7]Y$VAL$[SUB_A7]!입니다.;;;;;;;;;;;;;
great_war_penalty_cb;대전쟁 조건부 항복;;;;;;;;;;;;;
great_war_penalty_cb_desc;다른 [SUB_A7]Y국가[SUB_A7]W의 군비를 제한하고 전쟁배상금을 상환받습니다.;;;;;;;;;;;;;
great_war_penalty_cb_setup;$RECIPIENT$의 군비를 제한하고 전쟁배상금을 상환받습니다.;;;;;;;;;;;;;
great_war_penalty_cb_short;대전쟁 조건부 항복;;;;;;;;;;;;;
GREAT_WAR_OBLIGATORY_CB_DESC;모든 적국에 대한 의무적인 대전쟁 전쟁명분:;;;;;;;;;;;;;
GREAT_WAR_CB_JUSTIFY_COST_DESC;[SUB_A7]Y대전쟁[SUB_A7]W이므로 필요한 악명이 기존의 [SUB_A7]G$PERC$%[SUB_A7]W로 감소합니다.;;;;;;;;;;;;;
GREAT_WAR_CB_CONSTRUCTION_SPEED_DESC;[SUB_A7]Y$TARGET$[SUB_A7]W 측과의 대전쟁;;;;;;;;;;;;;
fascist_focus_short;[SUB_A7]Y파쇼주의자[SUB_A7]W 애당심;;;;;;;;;;;;;;;
reactionary_focus_short;[SUB_A7]Y반동주의자[SUB_A7]W 애당심;;;;;;;;;;;;;;;
conservative_focus_short;[SUB_A7]Y보수주의자[SUB_A7]W 애당심;;;;;;;;;;;;;;;
socialist_focus_short;[SUB_A7]Y사회주의자[SUB_A7]W 애당심;;;;;;;;;;;;;;;
communist_focus_short;[SUB_A7]Y공산주의자[SUB_A7]W 애당심;;;;;;;;;;;;;;;
liberal_focus_short;[SUB_A7]Y자유주의자[SUB_A7]W 애당심;;;;;;;;;;;;;;;
anarcho_liberal_focus_short;[SUB_A7]Y아나르코자본주의자[SUB_A7]W 애당심;;;;;;;;;;;;;;;
automation_focus_short;자동차산업 육성;;;;;;;;;;;;;
electrical_focus_short;전기산업 육성;;;;;;;;;;;;;
chemical_focus_short;화학산업 육성;;;;;;;;;;;;;
shipping_focus_short;조선산업 육성;;;;;;;;;;;;;
textile_focus_short;섬유산업 육성;;;;;;;;;;;;;
wood_focus_short;목재산업 육성;;;;;;;;;;;;;
basic_industry_focus_short;기초산업 육성;;;;;;;;;;;;;
armaments_focus_short;군수산업 육성;;;;;;;;;;;;;
consumer_focus_short;소비재산업 육성;;;;;;;;;;;;;
WAR_GOAL_SUCCESS_PRESTIGE_CHANGE;해당 전쟁목표를 달성하면 위신이 $PRES$ 증가합니다.;;;;;;;;;;;;;
WAR_GOAL_FAILURE_PRESTIGE_CHANGE;해당 전쟁목표를 달성하지 못하면 위신이 $PRES$ 감소합니다.;;;;;;;;;;;;;
POP_INTERNAL_MIGRATION;[SUB_A7]Y$NUM$[SUB_A7]W명이 국내 이민에 관심을 보입니다.;;;;;;;;;;;;;
POP_EXTERNAL_MIGRATION;[SUB_A7]Y$NUM$[SUB_A7]W명이 국외 이민에 관심을 보입니다.;;;;;;;;;;;;;
POP_COLONIAL_MIGRATION;[SUB_A7]Y$NUM$[SUB_A7]W명이 식민지 이민에 관심을 보입니다.;;;;;;;;;;;;;
INVESTED_IN_US_SETUP;한 국가가 우리나라에 투자했을 때;;;;;;;;;;;;;
INVESTED_IN_US_HEADER;해외 투자;;;;;;;;;;;;;
INVESTED_IN_US_1;$ICOUNTRY$의 투자!;;;;;;;;;;;;;
INVESTED_IN_US_2;$INVESTED_IN_US_MESSAGE$;;;;;;;;;;;;;
INVESTED_IN_US_3;*;;;;;;;;;;;;;
INVESTED_IN_US_4;*;;;;;;;;;;;;;
INVESTED_IN_US_5;*;;;;;;;;;;;;;
INVESTED_IN_US_6;*;;;;;;;;;;;;;
INVESTED_IN_US_BTN1;확인;;;;;;;;;;;;;
INVESTED_IN_US_BTN2;확인;;;;;;;;;;;;;
INVESTED_IN_US_BTN3;참조;;;;;;;;;;;;;
INVESTED_IN_US_LOG;[SUB_A7]Y$ICOUNTRY$[SUB_A7]W 측이 우리나라에 투자했습니다.($INVESTED_IN_US_MESSAGE$);;;;;;;;;;;;;
INVESTED_IN_US_BUILD;$IAMOUNT$[SUB_A4]  투자해 $ILOCATION$에 $INAME$을 건설했습니다.;;;;;;;;;;;;;
INVESTED_IN_US_OPEN;$IAMOUNT$[SUB_A4]  투자해 $ILOCATION$의 $INAME$을 가동했습니다.;;;;;;;;;;;;;
INVESTED_IN_US_UPGRADE;$IAMOUNT$[SUB_A4]  투자해 $ILOCATION$의 $INAME$을 확장했습니다.;;;;;;;;;;;;;
INVESTED_IN_US_UNKNOWN;$IAMOUNT$[SUB_A4]  투자했습니다.;;;;;;;;;;;;;
MODIFY_RELATION_EFFECT; [SUB_A7]Y$SOURCE$[SUB_A7]W-[SUB_A7]Y$TARGET$[SUB_A7]W 관계가 $VALUE$ 변합니다.\n;;;;;;;;;;;;;
PRODUCTION_EXPAND_FACTORY_SHORTCUT_TOOLTIP;[SUB_A7]G쉬프트+마우스 좌클릭[SUB_A7]W으로 고용 한계에 근접한 같은 공장([SUB_A7]Y$NUMSPECIALFACTORIES$[SUB_A7]W개)을 확장합니다.\n[SUB_A7]G쉬프트+마우스 좌클릭[SUB_A7]W으로 고용 한계에 근접한 모든 공장([SUB_A7]Y$NUMFACTORIES$[SUB_A7]W개)을 확장합니다.;;;;;;;;;;;;;
EVTNAME19355;대전쟁;;;;;;;;;;;;;;;
EVTDESC19355;세계 각국의 국가적 자부심이 강대국끼리의 충돌에서 국민이 완전한 승리가 아니면 받아들이지 않는 지경에 이르렀습니다. 지금부터 양측에 강대국이 2개국 이상 참전한 전쟁은 대전쟁으로 간주합니다!;;;;;;;;;;;;;;;
EVTOPTA19355;신이 모두를 돕기를.;;;;;;;;;;;;;
AGRESSION_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST_COUNTRY$ 독립 전쟁;;;;;;;;;;;;;;;
BYE;벨라루스;;;;;;;;;;;;;;;;
BYE_ADJ;벨라루스령;;;;;;;;;;;;;;;;
UBD;발트;;;;;;;;;;;;;
UBD_ADJ;발트령;;;;;;;;;;;;;
UBD_conservative;보수당;;;;;;;;;;;;;;;
UBD_liberal;자유당;;;;;;;;;;;;;;;
UBD_reactionary;반동당;;;;;;;;;;;;;;;
UBD_anarcho_liberals;급진당;;;;;;;;;;;;;;
UBD_socialist;사회당;;;;;;;;;;;;;;;
UBD_communist;볼셰비키;;;;;;;;;;;;;;;
UBD_fascist;국가사회주의당;;;;;;;;;;;;;;;
BYE_conservative;보수당;;;;;;;;;;;;;;;
BYE_liberal;자유당;;;;;;;;;;;;;;;
BYE_reactionary;반동당;;;;;;;;;;;;;;;
BYE_anarcho_liberals;급진당;;;;;;;;;;;;;;;
BYE_socialist;벨라루스 사회주의회의;;;;;;;;;;;;;;;
BYE_communist;볼셰비키;;;;;;;;;;;;;;;
BYE_fascist;국가사회주의당;;;;;;;;;;;;;;;
PLC;폴란드-리투아니아;;;;;;;;;x;
PLC_ADJ;폴란드-리투아니아령;;;;;;;;;;;;;
PLC_conservative;국민민주당;;;;;;;;;;;;;
PLC_liberal;애국당;;;;;;;;;;;;;
PLC_reactionary;타르고비차 연맹;;;;;;;;;;;;;
PLC_anarcho_liberal;급진당;;;;;;;;;;;;;
PLC_socialist;사회당;;;;;;;;;;;;;
PLC_communist;사회민주당;;;;;;;;;;;;;
PLC_fascist;국가당;;;;;;;;;;;;;
ARA;아라비아;;;;;;;;;;;;;
ARA_ADJ;아라비아령;;;;;;;;;;;;;
ARA_conservative;보수당;;;;;;;;;;;;;;;
ARA_liberal;자유당;;;;;;;;;;;;;;;
ARA_reactionary;반동당;;;;;;;;;;;;;;;
ARA_anarcho_liberals;급진당;;;;;;;;;;;;;;;
ARA_socialist;사회당;;;;;;;;;;;;;;;
ARA_communist;공산당;;;;;;;;;;;;;;;
ARA_fascist;국가사회주의당;;;;;;;;;;;;;;;
GCO;그란콜롬비아;;;;;;;;;;;;;;;;
GCO_ADJ;그란콜롬비아령;;;;;;;;;;;;;;;
form_gran_colombia_title;그란콜롬비아 결성;;;;;;;;;;;;;
form_gran_colombia_desc;그란콜롬비아는 시몬 볼리바르가 콜롬비아, 베네수엘라, 에콰도르를 에스파냐의 통치에서 성공적으로 해방한 후 남아메리카에 설립한 정치연합체입니다. 연방은 1831년에 해체됐습니다. 새로운 그란콜롬비아를 선포한다면 다시 한번 북안데스 민족을 재통일할 수 있습니다.;;;;;;;;;;;;;
GCO_conservative;중도당;;;;;;;;;;;;;
GCO_conservative_2;신중도당;;;;;;;;;;;;;
GCO_liberal;연방당;;;;;;;;;;;;;
GCO_liberal_2;신연방당;;;;;;;;;;;;;
GCO_liberal_3;자치당;;;;;;;;;;;;;
GCO_anarcho_liberal;급진당;;;;;;;;;;;;;
GCO_reactionary;전통당;;;;;;;;;;;;;
GCO_socialist;사회혁명당;;;;;;;;;;;;;
GCO_communist;공산당;;;;;;;;;;;;;
GCO_fascist;파쇼당;;;;;;;;;;;;;
arab;아랍;;;;;;;;;;;;;;;
form_arabia_title;아라비아 결성;;;;;;;;;;;;;
form_arabia_desc;동포 여러분, 자유가 왔습니다. 스스로의 운명을 위한 전쟁에서 승리했습니다. 이제 아랍인은 부활의 길을 향해 가고 있습니다!;;;;;;;;;;;;;
IS_EMPTY; = 소유국이 없는 미개척지;;;;;;;;;;;;;
IS_NOT_EMPTY; ≠ 소유국이 없는 미개척지;;;;;;;;;;;;;
EVTNAME111011928;아라비아 결성;;;;;;;;;;;;;;;
EVTDESC111011928;타국에서 전쟁과 외교를 통해 아라비아 연합을 결성했다고 합니다. 합류할까요?;;;;;;;;;;;;;;;
EVTOPTA111011928;물론!;;;;;;;;;;;;;;;
EVTOPTB111011928;절대 안된다!;;;;;;;;;;;;;;;
