PRODUCTION_FACTORY_DAYSRED_TOOLTIP;채무 초과 일수: [SUB_A7]R$DAYS$[SUB_A7]W;;;;;;;;;;;;;
EXPENSE_NO_AFFORD;지불할 양이 [SUB_A7]R$VAL$[SUB_A7]W[SUB_A4] 밖에 없습니다!;;;;;;;;;;;;;
PRODUCTION_FACTORY_DAYSRED_TOOLTIP;채무 초과 일수: [SUB_A7]R$DAYS$[SUB_A7]W;;;;;;;;;;;;;
ENG_presidential_dictatorship;그레이트브리튼;;;;;;;;;;;;;
EVTNAME16451;주둔지 급습;;;;;;;;;;;;;
EVTDESC16451;텍사스 혁명 초기에 텍사스 군대는 여러 멕시코 주둔지를 점령했습니다. 습격을 통해 텍사스군은 절실히 필요한 돈과 물자를 손에 넣었습니다.;;;;;;;;;;;;;
CB_ALLOWED_GUNBOAT;채무 상환;;;;;;;;;;;;;
po_gunboat;채무를 상환받습니다.;;;;;;;;;;;;;
IS_IN_DEFAULT_TO; 채무불이행 대상 = ;;;;;;;;;;;;;
IS_NOT_IN_DEFAULT_TO; 채무불이행 대상 ≠;;;;;;;;;;;;;
gunboat;채무 상환;;;;;;;;;;;;;
gunboat_desc;적국에게 채무 상환을 요구합니다.;;;;;;;;;;;;;
gunboat_setup;적국에게 채무 상환을 요구합니다.;;;;;;;;;;;;;
gunboat_short;차관 상환;;;;;;;;;;;;;
EVTNAME70002;$FROMCOUNTRY$ 파산!;;;;;;;;;;;;;
EVTDESC70002;$FROMCOUNTRY$이 파산 후 더는 채무가 없다고 주장합니다! 투자자들을 보호하려면 군사력을 사용해야 합니다.;;;;;;;;;;;;;
EVTOPTA70002;알았다.;;;;;;;;;;;;;
USE_LEADER;지휘관 등용;;;;;;;;;;;;;
SHORTCUT;[SUB_A7]W단축키: [SUB_A7]Y;;;;;;;;;;;;;
SM_SHORTCUT;단축키 도움말;;;;;;;;;;;;;
TUR_proletarian_dictatorship_ADJ;터키령;;;;;;;;;;;;;;
move_capital_to_moscow_title;제3로마 환도;;;;;;;;;;;;;
move_capital_to_moscow_desc;표트르 대제의 도시인 영광스러운 상트페테르부르크는 국경과 불편할 정도로 가깝습니다. 아마도 침공군이 접근하기 어려울 수도 있는 페르보프레스톨나야(러시아어로 첫번째 왕좌를 의미)라는 별명을 가진 모스크바로의 환도가 현명할 것 같습니다.;;;;;;;;;;;;;
