UNIT_REBEL_HUNT_NO_VALID;[SUB_A7]R반군의 위치는 알아냈으나, 군세가 강하거나 안전한 공격로를 찾지 못했으므로 공격할 수 없습니다.[SUB_A7]W;;;;;;;;;;;;;
NOT_RELEASE_AT_WAR;[SUB_A7]R(전시에는 국가를 해방할 수 없습니다.)[SUB_A7]W;;;;;;;;;;;;;
COLONY_SUCCESS_5;위신이 [SUB_A7]Y$PRESTIGE$[SUB_A7]W 상승했습니다.;;;;;;;;;;;;;
COLONY_SUCCESS_6;(기본 수치 [SUB_A7]Y$BASE$[SUB_A7]W x [SUB_A7]Y$PROV$[SUB_A7]W개 지역);;;;;;;;;;;;;
COUNTRY_PUPPETS_LIST;종속국 ;;;;;;;;;;;;;
POLL_ESTIMATED_ELECTION;예상 선거 결과;;;;;;;;;;;;;
MODIFIER_MOVEMENT_COST;병력 이동비;;;;;;;;;;;;;
SPEED_IMPACT_ON_CB;전쟁 정당화 속도가 [SUB_A7]Y$VAL$[SUB_A7]W 변합니다.;;;;;;;;;;;;;
TERR_COMB_WIDTH_DEC;해당 지형에서는 전장 너비가 [SUB_A7]Y$VAL$[SUB_A7]W% 감소합니다.;;;;;;;;;;;;;
MODIFIER_BOOST_STRONGEST_PARTY;최강 정당의 힘;;;;;;;;;;;;;
PEACEDEMANDDESC;$COUNTRY$ 측이 요구하는 평화 조건:;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_SETUP;우리나라의 전쟁 정당화 과정이 더는 유효하지 않을 때;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_HEADER;$MONARCHTITLE$;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_1;전쟁 정당화;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_2;$TARGET$에 대한;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_3;[SUB_A7]Y$CASUS$[SUB_A7]W;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_4;전쟁명분을 이용한;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_5;전쟁 정당화 시도가;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_6;더는 유효하지 않습니다!;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_LOG;$TARGET$에 대한 우리나라의 전쟁 정당화 과정이 더는 유효하지 않습니다.;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_BTN1;확인;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_BTN2;확인;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_BTN3;참조;;;;;;;;;;;;;
CB_JUSTIFY_NO_LONGER_VALID_MAP;*;;;;;;;;;;;;;
NO_ALLOWED_COUNTRIES;(해당 국가 없음);;;;;;;;;;;;;
NO_ALLOWED_STATES;(해당 주 없음);;;;;;;;;;;;;
HAS_LESS_STATE_THAN; 보유 주 개수 < ;;;;;;;;;;;;;
HAS_STATES_GREATER_EQ; 보유 주 개수 ≥ ;;;;;;;;;;;;;
HAVE_MORE_SUBSTATES_THEN; 휘하의 번국 수 > ;;;;;;;;;;;;;
HAVE_LESS_SUBSTATES_THEN; 휘하의 번국 수 < ;;;;;;;;;;;;;
HAVE_MORE_VASSALS_THAN; 휘하의 종속국 수 > ;;;;;;;;;;;;;
HAS_UNION_TAG; = 한 문화권을 아우르는 문화연합 존재;;;;;;;;;;;;;
HAS_NO_UNION_TAG; ≠ 한 문화권을 아우르는 문화연합 존재;;;;;;;;;;;;;
HAS_CULTURE_UNION; = 한 문화권을 아우르는 문화연합 존재;;;;;;;;;;;;;
HAS_NOT_CULTURE_UNION; ≠ 한 문화권을 아우르는 문화연합 존재;;;;;;;;;;;;;
IS_STATE_CAPITAL; = 주도;;;;;;;;;;;;;
IS_NOT_STATE_CAPITAL; ≠ 주도;;;;;;;;;;;;;
SUBSIDIZE_ALL_TOOLTIP;목록의 모든 공장에 대해 보조금을 지급합니다.;;;;;;;;;;;;;
UNSUBSIDIZE_ALL_TOOLTIP;목록의 모든 공장에 대한 보조금을 취소합니다.;;;;;;;;;;;;;
OPEN_ALL_TOOLTIP;목록의 모든 공장을 가동합니다.;;;;;;;;;;;;;
CLOSE_ALL_TOOLTIP;목록의 모든 공장을 폐쇄합니다.;;;;;;;;;;;;;
ON_ENACT_UNCIV_REFORM;시행했을 때:;;;;;;;;;;;;;
EFFECT_BUILD_IN_CAPITAL_DESC; [SUB_A7]Y$PROVS$[SUB_A7]W 지역에 [SUB_A7]Y$BLD$[SUB_A7]W 건물을 건설합니다.\n;;;;;;;;;;;;;
TRIGGER_BUILD_IN_CAPITAL_DESC; [SUB_A7]R지금은 건설할 수 없습니다.[SUB_A7]W;;;;;;;;;;;;;
DIPLOMACY_CB_INFO;전쟁 정당화;;;;;;;;;;;;;
COLONIZE_MAX_SLOTS;[SUB_A7]Y$NUM$[SUB_A7]W개국 이하만 식민화 경쟁을 펼칠 수 있습니다.;;;;;;;;;;;;;
RIGHT_CLICK_TO_REMOVE_NF;[SUB_A7]Y마우스 우클릭[SUB_A7]W으로 현재 국민중점을 해제합니다.;;;;;;;;;;;;;
CONFIRM_REMOVE_COLONY_NF_TITLE;식민화 국민중점 해제;;;;;;;;;;;;;
CONFIRM_REMOVE_COLONY_NF_DESC;국민중점을 해제하면 지금까지의 식민화 과정을 잃습니다.;;;;;;;;;;;;;
CB_ALLOWED_INSTALL_COMMUNIST_GOV_TYPE;공산주의 정부 수립;;;;;;;;;;;;;
po_install_communist_gov_type;공산주의 정부를 수립합니다.;;;;;;;;;;;;;
install_communist_gov_cb;공산주의 정부 수립;;;;;;;;;;;;;
install_communist_gov_cb_desc;[SUB_A7]Y목표 국가[SUB_A7]W에 공산주의 정부를 수립합니다.;;;;;;;;;;;;;
install_communist_gov_cb_setup;$RECIPIENT$에 우호적인 공산주의 정부를 수립합니다.;;;;;;;;;;;;;
install_communist_gov_cb_short;$RECIPIENT$ 공산주의 정부 수립;;;;;;;;;;;;;
CB_ALLOWED_UNINSTALL_COMMUNIST_GOV_TYPE;공산정부 축출;;;;;;;;;;;;;
po_uninstall_communist_gov_type;공산주의 정부를 축출합니다.;;;;;;;;;;;;;
uninstall_communist_gov_cb;공산주의 정부 축출;;;;;;;;;;;;;
uninstall_communist_gov_cb_desc;공산주의 정부를 축출합니다.;;;;;;;;;;;;;
uninstall_communist_gov_cb_setup;공산주의 정부를 축출합니다.;;;;;;;;;;;;;
uninstall_communist_gov_cb_short;공산주의 정부 축출;;;;;;;;;;;;;
NF_OVERWRITE_HEADER;[SUB_A7]Y$NF$[SUB_A7]W 국민중점을 설정하려면 다른 주의 국민중점을 해제해야 합니다.;;;;;;;;;;;;;
NF_OVERWRITE_ENTRY;[SUB_A7]Y$NF$[SUB_A7]W\n [SUB_A7]G$STATE$[SUB_A7]W;;;;;;;;;;;;;
PRESTIGE_MORALE_BONUS;추가 사기: [SUB_A7]Y$VAL$[SUB_A7]W;;;;;;;;;;;;;
PRESTIGE_MAX_ORG_BONUS;추가 조직력: [SUB_A7]Y$VAL$[SUB_A7]W;;;;;;;;;;;;;
PRESTIGE_PENALTY_ON_LEADER_TRANSFER_TITLE;위신 불이익;;;;;;;;;;;;;
PRESTIGE_PENALTY_ON_LEADER_TRANSFER_DESC;전시에 현재 지휘관([SUB_A7]Y$NAME$[SUB_A7]W)을 부대에서 교체하면 위신이 [SUB_A7]R$VAL$[SUB_A7]W 감소합니다.\n그렇게 할까요?;;;;;;;;;;;;;
REORG_PANEL_BALANCE_UNITS;균형;;;;;;;;;;;;;
INVEST_PROJECT_NOT_ENOUGH_MONEY;[SUB_A7]R투자 자금이 부족합니다.[SUB_A7]W;;;;;;;;;;;;;
INVEST_PROJECT_SHORTCUT_MAX;[SUB_A7]R컨트롤 + 마우스 좌클릭[SUB_A7]W으로 해당 건설계획에 최대 금액([SUB_A7]Y$AMOUNT$[SUB_A7]W[SUB_A4] )을 투자합니다.;;;;;;;;;;;;;
INVEST_PROJECT_SHORTCUT_MAX_ALL;[SUB_A7]R쉬프트 + 마우스 좌클릭[SUB_A7]W으로 모든 건설계획에 최대 금액([SUB_A7]Y$AMOUNT$[SUB_A7]W[SUB_A4] )을 투자합니다.;;;;;;;;;;;;;
INVEST_PROJECT_CONFIRM;투자;;;;;;;;;;;;;
INVEST_PROJECT_MAX;최대 금액;;;;;;;;;;;;;
INVEST_PROJECT_TITLE;[SUB_A7]Y$LOC$[SUB_A7]W의 '[SUB_A7]Y$PROJ$[SUB_A7]W' 건설계획 투자;;;;;;;;;;;;;
INVEST_PROJECT_TOOLTIP_YOUR_BUDGET;현재 예산입니다.;;;;;;;;;;;;;
INVEST_PROJECT_TOOLTIP_PROJECT_BUDGET;건설계획 예산은 필요한 [SUB_A7]Y$TOT$[SUB_A7]W 중에서 [SUB_A7]Y$BUD$[SUB_A7]W입니다.\n해당 건설계획에 [SUB_A7]Y$INV$[SUB_A7]W 투자하기로 결정합니다.;;;;;;;;;;;;;
INVEST_PROJECT_TOOLTIP_APPLY;투자를 적용합니다.;;;;;;;;;;;;;
MIL_MULTI_CONSTRUCTION_TOOLTIP;[SUB_A7]Y마우스 좌클릭 + 쉬프트[SUB_A7]W로 모두 편제합니다.;;;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL_SHORT;전체 취소;;;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL;편제 전체 취소;;;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL_WARNING_TITLE;편제 전체 취소;;;;;;;;;;;;;
MIL_CONSTRUCTION_CANCEL_ALL_WARNING_DESC;모든 편제를 취소합니다.;;;;;;;;;;;;;
SORT_BY_PRESTIGE;위신 순서대로 정렬합니다.;;;;;;;;;;;;;
SORT_BY_NAME;이름 순서대로 정렬합니다.;;;;;;;;;;;;;
SORT_BY_SELECTED;선택한 순서대로 정렬합니다.;;;;;;;;;;;;;
ATTACKUSREBEL_SETUP;우리 육군 부대가 반군의 공격을 받았을 때;;;;;;;;;;;;;
ATTACKUSREBEL_HEADER;아군 참모장 보고;;;;;;;;;;;;;
ATTACKUSREBEL_1;적군의 공격!;;;;;;;;;;;;;
ATTACKUSREBEL_2;$MONARCHTITLE$,;;;;;;;;;;;;;
ATTACKUSREBEL_3;$PROV$ 주둔군이 공격을 받았습니다.;;;;;;;;;;;;;
ATTACKUSREBEL_4;$ATTACKER$의 적대 병력이 아군과 교전을 벌였습니다.;;;;;;;;;;;;;
ATTACKUSREBEL_5;*;;;;;;;;;;;;;
ATTACKUSREBEL_6;*;;;;;;;;;;;;;
ATTACKUSREBEL_LOG;$PROV$ 주둔군이 공격을 받았습니다.;;;;;;;;;;;;;
ATTACKUSREBEL_BTN1;확인;;;;;;;;;;;;;
ATTACKUSREBEL_BTN2;확인;;;;;;;;;;;;;
ATTACKUSREBEL_BTN3;참조;;;;;;;;;;;;;
ATTACKUSREBEL_MAP;공격 받음!;;;;;;;;;;;;;
ATTACKTHEMREBEL_SETUP;우리 육군 부대가 반군을 공격했을 때;;;;;;;;;;;;;
ATTACKTHEMREBEL_HEADER;아군 참모장 보고;;;;;;;;;;;;;
ATTACKTHEMREBEL_1;교전 발생!;;;;;;;;;;;;;
ATTACKTHEMREBEL_2;$MONARCHTITLE$,;;;;;;;;;;;;;
ATTACKTHEMREBEL_3;$PROV$에서 교전이 벌어졌다는 보고입니다.;;;;;;;;;;;;;
ATTACKTHEMREBEL_4;아군은 $DEFENDER$ 병력을 공격해 방어군을 몰아내려 합니다.;;;;;;;;;;;;;
ATTACKTHEMREBEL_5;*;;;;;;;;;;;;;
ATTACKTHEMREBEL_6;*;;;;;;;;;;;;;
ATTACKTHEMREBEL_LOG;우리나라가 $PROV$ 지역의 적군을 공격했습니다.;;;;;;;;;;;;;
ATTACKTHEMREBEL_BTN1;확인;;;;;;;;;;;;;
ATTACKTHEMREBEL_BTN2;확인;;;;;;;;;;;;;
ATTACKTHEMREBEL_BTN3;참조;;;;;;;;;;;;;
ATTACKTHEMREBEL_MAP;공격 개시;;;;;;;;;;;;;
SIEGEUSREBEL_SETUP;반군이 우리 지역에서 점령전을 시작했을 때;;;;;;;;;;;;;
SIEGEUSREBEL_HEADER;$MESSENGER$;;;;;;;;;;;;;
SIEGEUSREBEL_1;점령전 개시;;;;;;;;;;;;;
SIEGEUSREBEL_2;$MONARCHTITLE$,;;;;;;;;;;;;;
SIEGEUSREBEL_3;적군이 $PROV$ 지역에서 점령전을 시작했습니다.;;;;;;;;;;;;;
SIEGEUSREBEL_4;하지만 두려워할 필요는 없습니다!;;;;;;;;;;;;;
SIEGEUSREBEL_5;필시 $ATTACKER$군은;;;;;;;;;;;;;
SIEGEUSREBEL_6;아군에게 패퇴당할 것입니다.;;;;;;;;;;;;;
SIEGEUSREBEL_LOG;$PROV$ 지역에서 점령전이 시작됐습니다.;;;;;;;;;;;;;
SIEGEUSREBEL_BTN1;확인;;;;;;;;;;;;;
SIEGEUSREBEL_BTN2;확인;;;;;;;;;;;;;
SIEGEUSREBEL_BTN3;참조;;;;;;;;;;;;;
SIEGEUSREBEL_MAP;*;;;;;;;;;;;;;
SIEGETHEMREBEL_SETUP;우리나라가 반군 점령지에서 점령전을 시작했을 때;;;;;;;;;;;;;
SIEGETHEMREBEL_HEADER;$MESSENGER$;;;;;;;;;;;;;
SIEGETHEMREBEL_1;점령전 개시;;;;;;;;;;;;;
SIEGETHEMREBEL_2;$MONARCHTITLE$, 아군이;;;;;;;;;;;;;
SIEGETHEMREBEL_3;$PROV$ 지역에서 점령전을 시작했습니다.;;;;;;;;;;;;;
SIEGETHEMREBEL_4;오래지 않아 아군이 $PROV$ 지역을;;;;;;;;;;;;;
SIEGETHEMREBEL_5;$DEFENDER$ 무리에게서 빼앗을 것입니다.;;;;;;;;;;;;;
SIEGETHEMREBEL_6;현지 주민들도 계몽된 우리의 통치를 분명 고대할 것입니다.;;;;;;;;;;;;;
SIEGETHEMREBEL_LOG;우리나라가 $PROV$에서 점령전을 시작했습니다.;;;;;;;;;;;;;
SIEGETHEMREBEL_BTN1;확인;;;;;;;;;;;;;
SIEGETHEMREBEL_BTN2;확인;;;;;;;;;;;;;
SIEGETHEMREBEL_BTN3;참조;;;;;;;;;;;;;
SIEGETHEMREBEL_MAP;*;;;;;;;;;;;;;
REMOVE_RANDOM_ECO_REFORMS_EFFECT; [SUB_A7]Y$VAL$[SUB_A7]W 경제개혁을 철회합니다.\n;;;;;;;;;;;;;
REMOVE_RANDOM_MIL_REFORMS_EFFECT; [SUB_A7]Y$VAL$[SUB_A7]W 군사개혁을 철회합니다.\n;;;;;;;;;;;;;
PRODUCTION_FACTORY_PURE_INCOME;어제 순수입: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_MARKET_SPENDINGS;시장 지출: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_POP_PAYCHECKS;노동자 및 자본가 봉급: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_TOTAL_BALANCE;어제 잔고: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_TODAY_PROFIT;어제 수익: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_PROFITABILITY;최근 $DAYS$일 동안의 평균 수익: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_CURRENT_BUDGET;현재 공장 예산: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_INVESTMENT;투자: $VALUE$;;;;;;;;;;;;;
PRODUCTION_FACTORY_SUBSIDIES;보조금: $VALUE$;;;;;;;;;;;;;
INFLUENCE_OVERFLOW_TOOLTIP;다른 국가의 영향력을 줄이고자 매일마다 영향력을 [SUB_A7]Y$VALUE$[SUB_A7]W 투사하고 있습니다.;;;;;;;;;;;;;
TRADE_FLOW_PRODUCED;[SUB_A7]Y생산자:[SUB_A7]W;;;;;;;;;;;;;
TRADE_FLOW_USED;[SUB_A7]Y소비자:[SUB_A7]W;;;;;;;;;;;;;
TRADE_FLOW_MAY_BE_USED;[SUB_A7]Y잠재적 소비자:[SUB_A7]W;;;;;;;;;;;;;
TRADE_FLOW_TOTAL_PRODUCED;[SUB_A7]Y총생산량:[SUB_A7]W;;;;;;;;;;;;;
TRADE_FLOW_TOTAL_USED;[SUB_A7]Y총소비량:[SUB_A7]W;;;;;;;;;;;;;
TRADE_FLOW_RGO_NAME;채집장;;;;;;;;;;;;;
TRADE_FLOW_DESC_RGO;국내 $POP$들이 매일마다 $RESOURCE$ 품목을 $AMOUNT$ $ACTION$합니다.;;;;;;;;;;;;;
TRADE_FLOW_DESC_RGO_ACTION_MINING;생산;;;;;;;;;;;;;
TRADE_FLOW_DESC_RGO_ACTION_FARMING;생산;;;;;;;;;;;;;
TRADE_FLOW_DESC_ARTISAN;국내 장인들이 매일마다 $RESOURCE$ 품목을 $AMOUNT$ 생산합니다.;;;;;;;;;;;;;
TRADE_FLOW_DESC_FACTORY;국내 $STATE$ $FACTORY$ 노동자들이 매일마다 $RESOURCE$ 품목을 $AMOUNT$ 생산합니다.;;;;;;;;;;;;;
TRADE_FLOW_CONSUME_DESC_ARTISAN;장인들이 $OUTPUT$ 생산에 $RESOURCE$ 품목을 $AMOUNT$ 사용합니다.;;;;;;;;;;;;;
TRADE_FLOW_CONSUME_DESC_RGO;$POP$들이 $OUTPUT$ 생산에 $RESOURCE$ 품목을 $AMOUNT$ 사용합니다.;;;;;;;;;;;;;
TRADE_FLOW_CONSUME_DESC_FACTORY;국내 $STATE$ $FACTORY$ 노동자들이 공산품 생산 및 공장 유지보수에 $RESOURCE$ 품목을 $AMOUNT$ 사용합니다.;;;;;;;;;;;;;
TRADE_FLOW_CONSUME_DESC_POPS;$POP$들이 일일 수요 충족에 $RESOURCE$ 품목을 $AMOUNT$ 사용합니다.;;;;;;;;;;;;;
TRADE_FLOW_CONSUME_DESC_MILITARY;군대에서 일일 보급품 소비에 $RESOURCE$ 품목을 $AMOUNT$ 사용합니다.;;;;;;;;;;;;;
TRADE_FLOW_MAY_USE_MILITARY_DESC;$INPUT$ 품목은 군대의 일일 보급품 소비에 사용될 수 있습니다.;;;;;;;;;;;;;
TRADE_FLOW_MAY_USE_DESC;$INPUT$ 품목은 $PRODUCER$ 측이 $OUTPUT$ 생산에 사용할 수 있습니다.;;;;;;;;;;;;;
TRADE_FLOW_MILITARY_SUPPLY;군대 소비;;;;;;;;;;;;;
TRADE_FLOW_CURRENT_PRICE;현재 가격:;;;;;;;;;;;;;
TRADE_FLOW_DETAILS;세부사항;;;;;;;;;;;;;
TRADE_FLOW_PART_OF_WORLD_PROD;세계 생산량의 [SUB_A7]Y$PERC$%[SUB_A7]W입니다.;;;;;;;;;;;;;
EMIGRATION_AT_PROVINCE_TOOLTIP;([SUB_A7]R$TOTALEMI$[SUB_A7]W) [SUB_A7]Y출국이민자:[SUB_A7]W\n$EMILIST$\n([SUB_A7]G$TOTALIMM$[SUB_A7]W) [SUB_A7]Y입국이민자:[SUB_A7]W\n$IMMLIST$;;;;;;;;;;;;;
NO_MIGRATIONS_FOUND1_TOOLTIP;지역 소유국: [SUB_A7]Y$COUNTRY$[SUB_A7]W;;;;;;;;;;;;;
NO_MIGRATIONS_FOUND2_TOOLTIP;국가 간의 이민이 확인되지 않았습니다.;;;;;;;;;;;;;
NO_MIGRATIONS_FOUND3_TOOLTIP;(자세히 보려면 지역을 선택하세요);;;;;;;;;;;;;
PROVINCE_VIEW_BUILD_ALL_TOOLTIP;(클릭 + 컨트롤로 해당 주에 속한 모든 지역에 건설합니다);;;;;;;;;;;;;
EMIGRATION_ENTRY_TOOLTIP;[SUB_A7]R$NUM$[SUB_A7]W명이 [SUB_A7]Y$PROV$[SUB_A7]W 지역으로 이민갑니다.;;;;;;;;;;;;;
IMMIGRATION_ENTRY_TOOLTIP;[SUB_A7]G$NUM$[SUB_A7]W명이 [SUB_A7]Y$PROV$[SUB_A7]W 지역에서 이민옵니다.;;;;;;;;;;;;;
CB_GENERATION_SPEED_BONUS_ON_COLONY_COMPETITION;[SUB_A7]Y$COUNTRY$[SUB_A7]W 측과 [SUB_A7]Y$REGION$[SUB_A7]W 지방을 두고 식민지 경쟁을 펼치고 있으므로 전쟁 정당화 속도가 [SUB_A7]Y$BONUS$ 증가합니다.;;;;;;;;;;;;;
CB_GENERATION_BONUS_TOOLTIP;경쟁국인 [SUB_A7]Y$COUNTRIES$[SUB_A7]W 측에 대한 전쟁 정당화 속도가 [SUB_A7]Y$BONUS$[SUB_A7]W 증가합니다.;;;;;;;;;;;;;
CB_GENERATION_BONUS_TROOPS_PRESENCE_TOOLTIP;(상대국 병력이 존재하므로 [SUB_A7]Y$BONUS$[SUB_A7]W 증가);;;;;;;;;;;;;
CB_GENERATION_BONUS_OPPONENT_TROOPS_PRESENCE;([SUB_A7]Y$AGAINST$[SUB_A7]W 병력이 존재하므로 [SUB_A7]Y$FOR$[SUB_A7]W [SUB_A7]Y$BONUS$[SUB_A7]W 증가);;;;;;;;;;;;;
MODIFIER_CB_GENERATION_SPEED_MODIFIER;전쟁 정당화 속도;;;;;;;;;;;;;
NOT_CONSTRUCTING_CASUS_BELLI_AGAINST;전쟁 정당화 피청구국 ≠ ;;;;;;;;;;;;;
MODIFIER_MOBILIZATION_IMPACT;동원령 영향;;;;;;;;;;;;;
MOBILIZATION_IMPACT_LIMIT_DESC;[SUB_A7]Y$POLICY$[SUB_A7]W적 대외정책으로 인한 동원령 영향은 [SUB_A7]Y$IMPACT$[SUB_A7]W이며, 동원부대의 규모는 [SUB_A7]Y$UNITS$[SUB_A7]W개 여단으로 제한됩니다.;;;;;;;;;;;;;
MOBILIZATION_IMPACT_LIMIT_DESC2;(현재 여단: 기존의 [SUB_A7]Y$IMPACT$[SUB_A7]W배인 [SUB_A7]Y$CURR$[SUB_A7]W개 여단);;;;;;;;;;;;;
CONSTRUCTING_CASUS_BELLI_AGAINST;전쟁 정당화 피청구국 = ;;;;;;;;;;;;;
TRIGGER_CB_CREATION_NOT_DISCOVERED 전쟁 정당화 중 아님;;;;;;;;;;;;;
TRIGGER_CB_CREATION_DISCOVERED; 전쟁 정당화 중;;;;;;;;;;;;;
TRIGGER_CB_PROGRESS_LESS; 전쟁 정당화 진행도 = [SUB_A7]Y$PERCENTAGE$[SUB_A7]W;;;;;;;;;;;;;
TRIGGER_CB_PROGRESS_ATLEAST; 전쟁 정당화 진행도 ≤ [SUB_A7]Y$PERCENTAGE$[SUB_A7]W;;;;;;;;;;;;;
TRIGGER_IS_CONSTRUCTING_CB; = [SUB_A7]Y$TYPE$[SUB_A7]W에 대한 전쟁 정당화 중;;;;;;;;;;;;;
TRIGGER_IS_NOT_CONSTRUCTING_CB; ≠ [SUB_A7]Y$TYPE$[SUB_A7]W에 대한 전쟁 정당화 중;;;;;;;;;;;;;
NEED_RELATION_LESS;현재 양국 관계([SUB_A7]Y$VAL$[SUB_A7]W)가 너무 높으므로 [SUB_A7]Y$LIMIT$[SUB_A7]W 이하로 낮춰야 합니다.;;;;;;;;;;;;;
ALREADY_MAKING_CB;이미 [SUB_A7]Y$TARGET$[SUB_A7]W에 대한 전쟁 정당화를 준비하고 있습니다.;;;;;;;;;;;;;
MAKE_CB_BUTTON;전쟁 정당화;;;;;;;;;;;;;
MAKE_CB_DESC;해당 국가에 대한 전쟁을 정당화합니다.;;;;;;;;;;;;;
MAKE_CBTITLE;전쟁 정당화;;;;;;;;;;;;;
MAPMODE_11;자원;;;;;;;;;;;;;
MAPMODE_12;인구;;;;;;;;;;;;;
MAPMODE_13;문화;;;;;;;;;;;;;
MAPMODE_14;영향권;;;;;;;;;;;;;
MAPMODE_15;보급 한계;;;;;;;;;;;;;
MAPMODE_16;애당심;;;;;;;;;;;;;
MAPMODE_17;순위;;;;;;;;;;;;;
MAPMODE_18;이민;;;;;;;;;;;;;
MAPMODE_20;관계;;;;;;;;;;;;;
WORLD_RANKING;세계 순위:;;;;;;;;;;;;;
WORLD_RANKING_SECONDARY_POWER;[SUB_A7]Y$COUNTRY$[SUB_A7]W의 지위는 지역강국입니다.;;;;;;;;;;;;;
POPULATION_DENSITY_AT_PROVINCE;[SUB_A7]Y$PROV$[SUB_A7]W 지역의 총인구:;;;;;;;;;;;;;
